sol,easting,northing,elevation,latitude,longitude
1399,8141751.668,-277676.957,-4420.59,-4.739963859,137.356275244
1400,8141746.112,-277685.371,-4420.31,-4.740107468,137.356181511
1401,8141743.106,-277709.861,-4417.33,-4.740525473,137.356130798
1405,8141715.871,-277712.639,-4417.9,-4.740572888,137.355671327
1410,8141680.237,-277758.985,-4415.7,-4.741363933,137.35507016
1412,8141660.055,-277799.312,-4412.27,-4.742052245,137.354729677
1414,8141639.934,-277830.183,-4410.82,-4.742579159,137.354390224
1417,8141644.926,-277831.463,-4410.38,-4.742601006,137.354474442
1427,8141643.501,-277842.355,-4409.6,-4.742786913,137.354450401
1428,8141618.407,-277875.774,-4407.7,-4.743357317,137.35402705
1431,8141591.967,-277919.577,-4405.41,-4.744104958,137.353580991
1432,8141583.137,-277955.478,-4403.87,-4.744717725,137.353432024
1433,8141579.61,-278007.763,-4401.33,-4.745610138,137.353372521
1434,8141579.618,-278008.917,-4401.216,-4.745629843,137.353372654
1435,8141547.748,-278061.86,-4398.63,-4.746533479,137.35283499
1438,8141543.357,-278101.812,-4397.06,-4.74721539,137.352760911
1439,8141563.614,-278128.783,-4393.77,-4.747675737,137.353102659
1446,8141557.519,-278179.377,-4388.83,-4.748539288,137.352999833
1448,8141565.143,-278245.7,-4383.79,-4.749671305,137.353128454
1452,8141582.374,-278281.258,-4378.84,-4.750278218,137.353419152
1454,8141565.719,-278317.721,-4380.08,-4.750900577,137.353138172
1455,8141557.908,-278306.692,-4379.46,-4.750712331,137.353006395
1468,8141600.055,-278369.892,-4375.81,-4.751791044,137.353717441
1469,8141624.433,-278392.271,-4374.4,-4.752173014,137.354128712
1471,8141650.196,-278417.532,-4372.68,-4.752604175,137.35456335
1473,8141658.001,-278431.764,-4371.23,-4.75284709,137.354695025
1475,8141652.179,-278446.896,-4370.08,-4.753105367,137.354596804
1478,8141652.757,-278459.427,-4368.81,-4.753319249,137.354606555
1480,8141654.129,-278494.415,-4367.07,-4.753916432,137.354629702
1482,8141669.636,-278530.076,-4364.29,-4.754525103,137.354891314
1485,8141686.238,-278562.388,-4361.31,-4.755076611,137.3551714
1487,8141670.528,-278570.149,-4360.54,-4.755209078,137.354906363
1489,8141673.033,-278567.557,-4360.81,-4.755164837,137.354948624
1499,8141668.545,-278577.733,-4359.84,-4.755338523,137.354872908
1500,8141681.388,-278599.917,-4358.73,-4.755717165,137.355089578
1501,8141700.579,-278640.293,-4354.93,-4.756406312,137.355413341
1502,8141723.365,-278649.465,-4353.84,-4.756562862,137.355797755
1503,8141738.09,-278683.651,-4351.81,-4.757146357,137.356046175
1506,8141736.814,-278734.636,-4348.61,-4.758016581,137.356024648
1507,8141724.96,-278757.955,-4349.51,-4.758414595,137.355824664
1508,8141705.506,-278795.637,-4350.97,-4.75905776,137.355496463
1509,8141708.724,-278833.833,-4349.78,-4.759709698,137.355550752
1512,8141720.795,-278873.771,-4346.46,-4.760391369,137.355754398
1514,8141745.836,-278905.944,-4343.37,-4.760940505,137.356176854
1516,8141744.926,-278928.452,-4341.62,-4.761324677,137.356161502
1519,8141763.359,-278954.986,-4337.92,-4.761777565,137.356472478
1521,8141774.043,-278957.168,-4336.36,-4.761814808,137.356652724
1526,8141776.914,-278965.848,-4335.8,-4.76196296,137.356701159
1553,8141778.438,-278958.63,-4335.75,-4.761839762,137.35672687
1555,8141778.481,-278958.58,-4335.75,-4.761838908,137.356727595
1571,8141791.639,-278968.966,-4335.03,-4.762016179,137.356949579
1574,8141810.948,-278986.451,-4333.45,-4.762314617,137.357275333
1576,8141830.682,-279008.299,-4331.33,-4.762687523,137.357608258
1577,8141854.725,-279045.79,-4327.39,-4.763327428,137.358013878
1578,8141878.665,-279053.093,-4325.12,-4.763452078,137.35841776
1582,8141893.211,-279093.806,-4321.49,-4.764146976,137.35866316
1583,8141885.026,-279107.528,-4321.16,-4.764381186,137.358525074
1584,8141891.325,-279137.698,-4318.56,-4.764896135,137.358631342
1585,8141890.716,-279151.091,-4317.52,-4.765124729,137.358621068
1587,8141895.913,-279177.945,-4314.37,-4.76558308,137.358708744
1589,8141890.917,-279206.402,-4311.45,-4.76606879,137.358624459
1591,8141887.484,-279209.435,-4311.29,-4.766120558,137.358566542
1594,8141867.977,-279226.276,-4310.43,-4.766408004,137.358237447
1596,8141847.714,-279230.595,-4311.17,-4.766481721,137.357895598
1598,8141822.629,-279243.59,-4312.49,-4.766703523,137.357472399
1601,8141805.674,-279254.079,-4314.21,-4.766882552,137.357186358
1604,8141847.539,-279226.777,-4311.51,-4.766416555,137.357892645
1605,8141843.285,-279205.396,-4313.46,-4.766051619,137.357820878
1608,8141837.055,-279203.386,-4313.44,-4.766017312,137.357715774
1610,8141846.12,-279223.35,-4312.11,-4.766358062,137.357868706
1611,8141862.392,-279240.175,-4309.91,-4.766645235,137.358143225
1612,8141884.976,-279260.658,-4306.86,-4.766994843,137.35852423
1616,8141884.745,-279260.58,-4306.88,-4.766993512,137.358520333
1617,8141885.685,-279268.631,-4306.67,-4.767130928,137.358536192
1628,8141905.938,-279282.191,-4305.76,-4.767362373,137.358877872
1630,8141933.639,-279310.922,-4304.56,-4.767852761,137.359345205
1632,8141924.87,-279336.268,-4304.13,-4.768285372,137.359197266
1635,8141907.481,-279356.698,-4304.09,-4.768634075,137.358903903
1636,8141903.186,-279357.678,-4304.37,-4.768650802,137.358831444
1639,8141926.226,-279376.295,-4302.33,-4.768968561,137.359220143
1641,8141926.824,-279377.313,-4302.264,-4.76898593,137.359230228
1642,8141927.781,-279404.104,-4300.99,-4.769443211,137.359246377
1643,8141963.129,-279393.891,-4300.34,-4.769268894,137.359842719
1645,8141981.539,-279384.461,-4300.07,-4.76910794,137.360153307
1646,8142011.008,-279379.094,-4299.98,-4.769016335,137.360650466
1648,8142018.338,-279378.933,-4299.91,-4.769013587,137.360774128
1659,8141993.643,-279388.574,-4299.76,-4.769178142,137.360357508
1662,8141984.635,-279410.987,-4298.67,-4.769560692,137.360205538
1664,8141985.084,-279412.431,-4298.65,-4.769585338,137.360213113
1666,8141984.743,-279421.59,-4298.01,-4.769741666,137.36020736
1669,8142000.437,-279445.275,-4296.42,-4.770145927,137.360472127
1671,8142001.947,-279449.138,-4295.92,-4.770211862,137.360497602
1672,8142001.07,-279471.841,-4295.08,-4.770599361,137.360482806
1673,8141998.454,-279480.217,-4294.63,-4.770742325,137.360438673
1676,8142002.605,-279496.695,-4293.77,-4.771023575,137.360508703
1677,8142015.764,-279527.181,-4291.64,-4.771543916,137.360730703
1678,8142031.422,-279542.804,-4289.65,-4.771810573,137.360994863
1679,8142049.4,-279566.326,-4287.71,-4.772212052,137.361298163
1680,8142063.472,-279590.761,-4286.22,-4.772629114,137.361535566
1682,8142062.696,-279589.829,-4286.309,-4.772613201,137.36152247
1683,8142075.024,-279612.235,-4284.65,-4.772995636,137.36173045499999
1684,8142091.433,-279638.628,-4282.48,-4.773446118,137.362007285
1685,8142105.722,-279650.108,-4280.85,-4.773642061,137.362248349
1686,8142106.537,-279658.447,-4280.41,-4.773784393,137.362262098
1689,8142105.916,-279669.513,-4279.75,-4.77397327,137.362251622
1691,8142103.727,-279675.332,-4279.4,-4.77407259,137.362214692
1693,8142114.25,-279675.807,-4278.19,-4.774080697,137.362392221
1696,8142159.22,-279682.177,-4275.58,-4.774189421,137.363150892
1698,8142195.722,-279709.716,-4272.56,-4.774659463,137.363766703
1700,8142224.383,-279718.449,-4270.44,-4.77480852,137.364250232
1703,8142225.98,-279720.754,-4269.91,-4.774847862,137.364277174
1705,8142229.805,-279726.794,-4268.98,-4.774950954,137.364341704
1707,8142229.385,-279740.551,-4267.57,-4.775185761,137.364334618
1711,8142235.006,-279749.077,-4266.58,-4.775331285,137.364429448
1712,8142236.151,-279756.075,-4265.51,-4.775450728,137.364448765
1717,8142234.934,-279782.122,-4262.43,-4.775895304,137.364428233
1718,8142259.171,-279790.513,-4260.24,-4.776038523,137.364837126
1719,8142246.137,-279796.789,-4260.23,-4.776145643,137.364617235
1720,8142247.419,-279818.404,-4257.31,-4.776514573,137.364638863
1721,8142254.902,-279823.956,-4255.55,-4.776609336,137.364765106
1724,8142280.8,-279829.181,-4253.94,-4.776698517,137.365202021
1726,8142299.158,-279839.946,-4251.65,-4.776882256,137.365511731
1727,8142324.681,-279849.928,-4248.72,-4.777052631,137.36594232
1728,8142343.696,-279846.83,-4247.8,-4.776999754,137.366263114
1730,8142369.917,-279829.405,-4247.29,-4.77670234,137.366705478
1732,8142382.705,-279832.355,-4246.16,-4.776752691,137.36692122
1734,8142397.109,-279824.746,-4246.41,-4.776622819,137.367164224
1737,8142417.365,-279823.385,-4245.13,-4.77659959,137.367505955
1739,8142446.995,-279815.812,-4243.77,-4.776470332,137.368005831
1741,8142458.177,-279812.133,-4243.45,-4.776407538,137.368194478
1746,8142479.801,-279816.201,-4240.71,-4.776476972,137.368559288
1747,8142488.96,-279820.439,-4239.34,-4.776549307,137.368713806
1748,8142492.392,-279824.762,-4239.01,-4.776623093,137.368771706
1751,8142496.727,-279821.204,-4238.5,-4.776562364,137.36884484
1752,8142506.86,-279819.88,-4237.64,-4.776539766,137.36901579
1753,8142531.861,-279826.242,-4236.2,-4.776648353,137.369437572
1754,8142558.158,-279845.769,-4232.98,-4.776981644,137.369881218
1781,8142569.211,-279875.646,-4227.25,-4.777491591,137.370067689
1782,8142578.578,-279883.429,-4225.51,-4.777624433,137.370225716
1785,8142608.8,-279881.357,-4225.94,-4.777589068,137.370735579
1786,8142618.704,-279868.948,-4227.85,-4.777377268,137.370902665
1787,8142628.039,-279858.976,-4228.92,-4.777207064,137.371060153
1788,8142647.221,-279866.146,-4227.54,-4.777329443,137.371383765
1789,8142661.218,-279878.788,-4225.13,-4.77754522,137.371619902
1793,8142681.892,-279882.85,-4224.47,-4.777614551,137.371968685
1794,8142701.924,-279891.991,-4222.52,-4.777770571,137.372306637
1795,8142725.969,-279901.946,-4220.07,-4.777940485,137.372712291
1796,8142735.876,-279915.915,-4217.47,-4.778178911,137.372879428
1798,8142735.863,-279917.007,-4217.306,-4.778197553,137.372879213
1799,8142729.813,-279933.526,-4214.21,-4.778479499,137.372777142
1800,8142723.671,-279958.976,-4209.11,-4.778913885,137.372673522
1802,8142715.137,-279967.948,-4206.93,-4.779067021,137.372529549
1807,8142727.963,-279986.219,-4202.55,-4.779378874,137.372745931
1809,8142728.337,-279994.593,-4200.1,-4.779521804,137.372752241
1812,8142733.091,-279996.879,-4198.86,-4.779560821,137.372832443
1814,8142734.895,-280006.084,-4196.55,-4.779717934,137.372862878
1819,8142723.388,-280019.89,-4195.37,-4.779953578,137.372668748
1822,8142713.056,-280057.744,-4191.61,-4.780599678,137.372494441
1827,8142718.903,-280065.011,-4190.84,-4.780723713,137.372593083
1828,8142734.761,-280090.791,-4186.72,-4.781163731,137.372860617
1829,8142762.87,-280072.061,-4187.56,-4.780844043,137.373334833
1830,8142772.381,-280077.495,-4185.06,-4.780936792,137.373495289
1834,8142779.617,-280088.937,-4182.32,-4.781132086,137.373617365
1837,8142805.278,-280101.826,-4180.42,-4.781352079,137.374050282
1843,8142805.25,-280101.795,-4180.43,-4.781351549,137.374049809
1846,8142816.256,-280120.424,-4177.26,-4.781669513,137.374235487
1848,8142809.165,-280133.056,-4176.74,-4.781885119,137.374115858
1850,8142807.409,-280153.723,-4174.11,-4.782237867,137.374086233
1864,8142782.829,-280159.349,-4174.66,-4.782333893,137.373671554
1867,8142801.782,-280170.4,-4172.23,-4.782522514,137.373991302
1869,8142817.54,-280177.598,-4170.47,-4.78264537,137.374257149
1871,8142824.929,-280184.82,-4168.45,-4.782768637,137.374381806
1873,8142825.425,-280185.057,-4168.34,-4.782772682,137.374390174
1877,8142813.154,-280201.303,-4166.6,-4.783049972,137.374183155
1887,8142815.88,-280226.736,-4163.71,-4.783484068,137.374229144
1889,8142828.224,-280258.674,-4160.11,-4.784029192,137.374437395
1891,8142836.582,-280269.461,-4157.98,-4.784213307,137.374578399
1894,8142854.395,-280267.754,-4157.16,-4.784184171,137.374878915
1896,8142879.615,-280266.081,-4157.04,-4.784155616,137.375304392
1901,8142889.942,-280290.604,-4154.2,-4.78457418,137.375478615
1903,8142885.636,-280289.858,-4154.57,-4.784561447,137.37540597
1905,8142899.392,-280288.011,-4152.91,-4.784529922,137.375638042
1910,8142880.677,-280286.124,-4154.95,-4.784497714,137.375322308
1912,8142883.921,-280290.41,-4154.55,-4.784570869,137.375377037
1923,8142893.67,-280293.897,-4153.57,-4.784630385,137.375541508
1928,8142918.623,-280309.128,-4150.14,-4.784890351,137.37596248
1930,8142925.597,-280327.239,-4149.29,-4.785199473,137.376080136
1939,8142925.113,-280332.455,-4148.66,-4.785288501,137.376071971
1942,8142943.633,-280345.388,-4148.04,-4.785509244,137.376384414
1944,8142937.692,-280358.728,-4147.53,-4.785736934,137.376284186
1946,8142968.286,-280325.94,-4148.2,-4.785177302,137.376800325
1949,8142986.309,-280317.644,-4146.66,-4.785035704,137.377104384
1950,8142992.489,-280298.486,-4146.38,-4.784708711,137.377208645
1962,8143016.023,-280280.828,-4146.8,-4.784407321,137.377605677
1985,8143026.641,-280254.275,-4147.32,-4.783954109,137.377784809
1986,8143055.559,-280219.614,-4150.64,-4.783362508,137.378272674
1989,8143080.268,-280186.737,-4152.64,-4.782801357,137.378689529
1991,8143094.095,-280181.193,-4152.25,-4.782706731,137.378922799
1993,8143118.564,-280158.247,-4154.2,-4.782315084,137.379335606
1996,8143146.233,-280132.204,-4155.42,-4.781870576,137.379802399
1998,8143149.206,-280122.022,-4156.99,-4.781696788,137.379852555
1999,8143155.394,-280107.955,-4159.72,-4.78145669,137.37995695
2003,8143155.335,-280107.86,-4159.74,-4.781455068,137.379955955
2004,8143179.455,-280059.18,-4164.62,-4.780624188,137.380362874
2007,8143206.625,-280075.518,-4160.97,-4.780903048,137.380821248
2009,8143252.081,-280070.019,-4157.05,-4.78080919,137.381588119
2012,8143249.582,-280090.1,-4155.39,-4.781151937,137.381545959
2014,8143255.703,-280101.931,-4152.72,-4.781353871,137.381649224
2017,8143260.457,-280100.395,-4152.82,-4.781327654,137.381729427
2020,8143250.614,-280096.32,-4154.14,-4.781258101,137.381563369
2023,8143246.536,-280084.537,-4156.31,-4.781056986,137.381494571
2027,8143167.818,-280051.163,-4165.89,-4.780487352,137.380166551
2030,8143154.468,-280054.025,-4166.28,-4.780536201,137.379941328
2032,8143137.685,-280051.257,-4168.18,-4.780488956,137.379658189
2034,8143128.604,-280025.092,-4175.97,-4.780042367,137.379504987
2036,8143106.537,-280009.01,-4181.3,-4.779767876,137.379132703
2039,8143076.797,-280040.148,-4179.1,-4.780299346,137.378630971
2040,8143039.65,-280059.65,-4178.56,-4.78063221,137.378004279
2041,8143025.969,-280059.219,-4179.18,-4.780624853,137.377773472
2044,8143005.044,-280063.009,-4180.64,-4.780689542,137.377420455
2045,8143002.674,-280042.026,-4187.41,-4.7803314,137.377380472
2047,8143002.74,-280037.314,-4188.74,-4.780250974,137.377381585
2051,8143002.752,-280036.724,-4188.79,-4.780240904,137.377381788
2052,8142997.458,-280028.702,-4191.28,-4.780103983,137.377292475
2053,8142994.77,-280025.297,-4192.46,-4.780045866,137.377247126
2084,8142994.77,-280025.297,-4192.46,-4.780045866,137.377247126
2086,8142996.792,-280026.1,-4192.04,-4.780059572,137.377281239
2087,8142996.804,-280026.112,-4192.04,-4.780059776,137.377281441
2089,8142990.333,-280027.084,-4192.42,-4.780076367,137.377172271
2092,8143003.724,-280046.032,-4186.24,-4.780399775,137.377398186
2094,8143015.044,-280078.968,-4176.81,-4.780961933,137.377589161
2095,8143041.62,-280103.298,-4170.87,-4.781377203,137.378037514
2098,8143069.201,-280114.078,-4164.82,-4.781561198,137.378502822
2102,8143085.406,-280113.864,-4162.75,-4.781557546,137.378776211
2104,8143119.876,-280072.742,-4165.57,-4.780855667,137.37935774
2107,8143176.685,-280069.676,-4163.77,-4.780803336,137.380316142
2108,8143177.93,-280063.189,-4164.35,-4.780692614,137.380337146
2115,8143177.947,-280062.004,-4164.45,-4.780672388,137.380337433
2116,8143169.237,-280106.809,-4158.98,-4.781437129,137.38019049
2119,8143156.46,-280111.881,-4158.73,-4.781523699,137.379974934
2120,8143158.429,-280112.189,-4158.59,-4.781528956,137.380008153
2126,8143089.537,-280113.077,-4162.55,-4.781544113,137.378845903
2128,8143044.641,-280111.513,-4169.04,-4.781517418,137.37808848
2132,8143043.013,-280108.066,-4169.95,-4.781458584,137.378061015
2156,8143067.646,-280138.115,-4162.06,-4.781971467,137.378476589
2157,8143063.244,-280180.922,-4155.63,-4.782702105,137.378402324
2161,8143059.31,-280211.915,-4151.62,-4.7832311,137.378335955
2163,8143058.656,-280227.353,-4149.87,-4.783494599,137.378324922
2166,8143054.277,-280227.391,-4150.11,-4.783495248,137.378251045
2214,8143054.276,-280227.391,-4150.11,-4.783495247,137.378251026
2218,8143050.294,-280224.333,-4150.72,-4.783443053,137.37818385
2221,8143018.068,-280274.567,-4146.67,-4.784300457,137.377640178
2222,8143013.945,-280281.21,-4146.95,-4.784413841,137.37757062
2250,8143024.985,-280279.029,-4145.77,-4.784376615,137.377756872
2252,8143029.602,-280277.384,-4144.95,-4.784348538,137.377834763
2255,8143037.4,-280280.947,-4144,-4.784409352,137.37796632
2256,8143046.47,-280280.168,-4143.6,-4.784396056,137.378119337
2257,8143048.862,-280275.32,-4143.79,-4.784313309,137.378159691
2296,8143048.059,-280276.247,-4143.728,-4.784329135,137.378146138
2297,8143083.819,-280280.483,-4142.76,-4.784401433,137.378749437
2298,8143109.279,-280299.972,-4141.05,-4.784734075,137.379178962
2299,8143116.332,-280325.915,-4139.85,-4.785176875,137.379297951
2300,8143132.42,-280326.259,-4140.06,-4.785182747,137.379569365
2302,8143157.725,-280318.82,-4141.97,-4.785055776,137.37999627600001
2304,8143159.011,-280324.659,-4141.65,-4.785155437,137.380017971
2306,8143165.282,-280328.823,-4141.14,-4.785226509,137.380123767
2309,8143184.362,-280327.375,-4143,-4.785201795,137.380445658
2311,8143222.135,-280317.565,-4145.4,-4.785034356,137.381082911
2313,8143226.531,-280278.817,-4147.44,-4.784372997,137.381157075
2316,8143236.795,-280256.133,-4148.29,-4.783985822,137.381330235
2320,8143249.202,-280234.191,-4150.33,-4.783611311,137.381539548
2338,8143271.351,-280244.641,-4150.62,-4.783789674,137.381913215
2347,8143271.351,-280244.641,-4150.62,-4.783789674,137.381913215
2350,8143267.162,-280247.07,-4150.45,-4.783831133,137.381842544
2352,8143276.613,-280220.885,-4150.84,-4.783384202,137.382001988
2354,8143292.071,-280202.65,-4152.26,-4.783072963,137.382262774
2357,8143318.413,-280190.977,-4153.89,-4.782873726,137.38270718
2359,8143333.916,-280168.076,-4155.24,-4.782482847,137.382968725
2361,8143353.007,-280153.382,-4157.19,-4.782232047,137.383290801
2364,8143375.052,-280138.71,-4157.84,-4.781981622,137.383662714
2365,8143374.499,-280136.897,-4157.94,-4.781950678,137.383653384
2381,8143374.58,-280136.593,-4157.95,-4.781945489,137.383654751
2407,8143375.164,-280133.656,-4158.09,-4.781895359,137.383664603
2408,8143370.149,-280137.768,-4158,-4.781965544,137.383579997
2412,8143401.062,-280112.986,-4158.15,-4.78154256,137.384101518
2413,8143403.445,-280121.488,-4157.71,-4.781687674,137.384141721
2414,8143404.828,-280115.825,-4157.88,-4.781591016,137.384165053
2416,8143351.445,-280150.605,-4157.02,-4.782184648,137.383264449
2420,8143318.842,-280189.065,-4153.94,-4.782841092,137.382714417
2422,8143319.536,-280187.282,-4154.07,-4.782810659,137.382726125
2429,8143365.371,-280196.553,-4154.15,-4.782968898,137.383499389
2432,8143398.094,-280206.907,-4152.44,-4.783145622,137.384051446
2434,8143413.277,-280239.352,-4150,-4.7836994,137.384307593
2435,8143406.098,-280246.615,-4148.67,-4.783823367,137.384186479
2436,8143390.529,-280257.358,-4148.53,-4.78400673,137.38392382
2439,8143399.004,-280270.375,-4144.81,-4.784228907,137.384066798
2447,8143391.585,-280264.713,-4147.06,-4.784132267,137.383941635
2448,8143378.851,-280292.318,-4145.16,-4.784603435,137.383726805
2449,8143374.779,-280301.42,-4143.91,-4.784758789,137.383658108
2453,8143359.028,-280312.668,-4142.25,-4.784950773,137.38339237899999
2454,8143356.049,-280312.837,-4142.15,-4.784953657,137.383342122
2459,8143357.488,-280314.994,-4141.89,-4.784990473,137.383366398
2463,8143352.717,-280317.477,-4141.33,-4.785032854,137.383285909
2466,8143367.483,-280361.675,-4138.69,-4.785787234,137.38353502
2468,8143358.507,-280371.006,-4138.28,-4.785946497,137.38338359
2473,8143339.082,-280375.012,-4137.02,-4.786014872,137.383055878
2475,8143363.06,-280381.908,-4135.54,-4.786132575,137.383460401
2476,8143361.111,-280383.015,-4135.29,-4.786151469,137.383427521
2477,8143376.363,-280385.163,-4134.37,-4.786188132,137.383684831
2480,8143367.152,-280393.351,-4133.14,-4.786327886,137.383529436
2481,8143367.851,-280387.644,-4133.36,-4.786230478,137.383541228
2555,8143365.487,-280423.054,-4129.62,-4.786834863,137.383501346
2556,8143364.006,-280424.15,-4129.5,-4.78685357,137.383476361
2559,8143359.269,-280442.334,-4126.5,-4.787163938,137.383396445
2563,8143356.764,-280446.308,-4125.82,-4.787231767,137.383354184
2565,8143349.916,-280476.29,-4123.76,-4.787743506,137.383238654
2568,8143362.311,-280509.663,-4119.54,-4.788313122,137.383447765
2570,8143358.551,-280517.989,-4118.14,-4.788455232,137.383384332
2572,8143357.734,-280521.441,-4117.47,-4.788514152,137.383370549
2575,8143335.438,-280506.998,-4120.92,-4.788267636,137.382994402
2577,8143325.49,-280518.059,-4119.31,-4.788456427,137.382826573
2582,8143325.774,-280522.018,-4118.12,-4.788524,137.382831364
2586,8143302.33,-280517.504,-4121.5,-4.788446954,137.38243585
2589,8143297.732,-280523.149,-4121.68,-4.788543304,137.382358279
2590,8143286.566,-280519.134,-4124.29,-4.788474775,137.382169901
2592,8143285.565,-280519.784,-4124.298,-4.788485874,137.382153019
2593,8143261.448,-280544.225,-4123.34,-4.788903034,137.381746146
2595,8143236.497,-280567.049,-4121.66,-4.789292598,137.381325207
2602,8143242.431,-280585.767,-4119.19,-4.789612081,137.381425317
2604,8143251.534,-280594.22,-4117.94,-4.789756358,137.38157889
2606,8143253.584,-280607.535,-4115.99,-4.789983621,137.381613475
2609,8143249.681,-280614.264,-4114.39,-4.790098473,137.381547629
2611,8143226.694,-280610.589,-4110.72,-4.790035747,137.381159825
2613,8143216.644,-280608.986,-4109.56,-4.790008387,137.380990275
2616,8143198.449,-280621.531,-4109.59,-4.790222507,137.380683314
2618,8143186.354,-280640.935,-4108.57,-4.790553699,137.380479264
2633,8143172.372,-280648.205,-4106.4,-4.790677784,137.38024338
2639,8143172.456,-280648.17,-4106.37,-4.790677187,137.380244797
2643,8143206.755,-280626.447,-4109.26,-4.790306415,137.380823442
2645,8143201.222,-280650.581,-4109.49,-4.790718339,137.380730096
2654,8143195.588,-280689.459,-4108.74,-4.791381916,137.380635047
2657,8143179.03,-280732.23,-4104.84,-4.792111939,137.380355704
2658,8143188.415,-280748.813,-4101.82,-4.792394981,137.380514035
2659,8143203.762,-280753.934,-4098.16,-4.792482388,137.380772948
2661,8143208.53,-280761.464,-4095.43,-4.792610911,137.380853387
2664,8143211.234,-280759.628,-4095.37,-4.792579574,137.380899005
2691,8143202.606,-280767.728,-4094.76,-4.792717826,137.380753445
2692,8143204.078,-280768.622,-4093.51,-4.792733085,137.380778279
2693,8143204.64,-280769.412,-4092.79,-4.792746569,137.38078776
2695,8143207.252,-280770.874,-4091.75,-4.792771523,137.380831826
2698,8143214.279,-280781.654,-4088.78,-4.792955518,137.380950376
2700,8143207.694,-280787.064,-4088.46,-4.793047857,137.380839283
2702,8143204.759,-280787.841,-4088.69,-4.793061119,137.380789768
2729,8143199.621,-280785.659,-4089.63,-4.793023876,137.380703087
2732,8143210.313,-280773.606,-4090.9,-4.792818153,137.380883467
2734,8143190.527,-280749.627,-4101.47,-4.792408875,137.380549665
2742,8143199.135,-280707.787,-4105.43,-4.791694742,137.380694888
2745,8143220.673,-280681.779,-4107.76,-4.791250832,137.381058247
2747,8143220.677,-280679.723,-4107.93,-4.79121574,137.381058314
2780,8143256.28,-280671.578,-4107.3,-4.791076719,137.381658958
2781,8143309.808,-280675.144,-4106.57,-4.791137585,137.382562008
2783,8143360.406,-280665.023,-4103.92,-4.790964837,137.383415627
2786,8143401.913,-280624.847,-4105.58,-4.790279106,137.384115875
2788,8143484.533,-280611.158,-4101.55,-4.790045459,137.385509724
2790,8143521.288,-280524.58,-4109.82,-4.788567729,137.386129803
2793,8143567.582,-280514.091,-4105.89,-4.7883887,137.386910811
2795,8143633.094,-280558.085,-4098.64,-4.789139599,137.388016038
2797,8143643.438,-280586.431,-4092.47,-4.789623414,137.388190548
2800,8143643.813,-280584.134,-4093.01,-4.789584208,137.388196874
2802,8143679.75,-280546.759,-4099.07,-4.788946284,137.388803153
2804,8143692.708,-280549.086,-4098.84,-4.788986002,137.389021763
2813,8143718.623,-280517.55,-4101.68,-4.788447739,137.389458964
2816,8143749.924,-280488.788,-4107.76,-4.787956824,137.389987031
2817,8143825.851,-280432.279,-4113.69,-4.786992317,137.391267966
2820,8143814.027,-280403.248,-4117.48,-4.78649681,137.391068487
2822,8143812.83,-280403.473,-4117.38,-4.786500651,137.391048293
2824,8143818.847,-280341.454,-4126.49,-4.785442098,137.391149804
2829,8143818.118,-280328.216,-4128.06,-4.785216149,137.391137505
2904,8143818.458,-280329.023,-4127.91,-4.785229923,137.391143241
2923,8143841.113,-280376.786,-4121.14,-4.786045151,137.391525445
2924,8143839.766,-280378.016,-4120.56,-4.786066145,137.39150272
2926,8143869.895,-280378.197,-4120.55,-4.786069235,137.392011014
2929,8143861.904,-280386.536,-4118.32,-4.786211566,137.391876201
2931,8143883.679,-280398.084,-4115.9,-4.78640867,137.392243559
2933,8143903.543,-280418.919,-4112.56,-4.786764286,137.392578677
2936,8143935.99,-280399.918,-4114.41,-4.786439973,137.393126077
2938,8143960.706,-280380.677,-4113.44,-4.786111564,137.393543051
2940,8143964.756,-280378.878,-4112.88,-4.786080858,137.393611377
2943,8143975.329,-280378.56,-4110.45,-4.78607543,137.39378975
2947,8143952.763,-280429.559,-4109.79,-4.786945892,137.393409048
2950,8143970.702,-280446.225,-4104.92,-4.78723035,137.39371169
2951,8143996.363,-280461.554,-4103.67,-4.787491989,137.394144606
2956,8144046.441,-280504.903,-4097.69,-4.788231878,137.394989452
2958,8144088.236,-280528.603,-4092.22,-4.788636394,137.395694559
2959,8144113.832,-280540.242,-4090.73,-4.788835051,137.396126379
2965,8144176.383,-280546.21,-4088.51,-4.788936914,137.397181652
2967,8144228.521,-280565.851,-4086.48,-4.78927215,137.398061252
2970,8144244.007,-280579.208,-4084.33,-4.78950013,137.39832251
2972,8144244.948,-280585.748,-4083.39,-4.789611756,137.398338385
2977,8144252.585,-280607.299,-4081.83,-4.789979593,137.398467226
2979,8144263.369,-280630.746,-4080.32,-4.790379791,137.398649159
2991,8144262.184,-280632.174,-4080.23,-4.790404164,137.398629167
2995,8144252.106,-280610.468,-4081.62,-4.790033682,137.398459145
3000,8144255.015,-280553.316,-4087.02,-4.7890582,137.398508222
3005,8144330.355,-280562.689,-4085.38,-4.789218181,137.399779253
3008,8144412.452,-280577.217,-4083.78,-4.789466147,137.401164279
3011,8144455.787,-280579.693,-4081.32,-4.789508408,137.401895367
3013,8144486.549,-280601.358,-4078.93,-4.789878191,137.40241434
3015,8144531.674,-280578.136,-4078.87,-4.789481833,137.403175626
3018,8144630.357,-280584.371,-4078.32,-4.789588253,137.404840468
3020,8144653.767,-280587.139,-4077.73,-4.789635498,137.405235409
